,Unnamed: 0,date_stolen,frame_colors,frame_model,id,is_stock_img,large_img,manufacturer_name,serial,stolen,stolen_location,thumb,title,year,stolen_zipcode,year_stolen
31471,31471,2015-08-25 06:00:00,['Yellow or Gold'],cranbrook,55877,False,,Huffy,absent,True,"San Francisco,94103",,2014 Huffy cranbrook,2014.0,94103,2015
31475,31475,2015-08-25 06:00:00,"['White', 'Purple']",Le Mans,55914,False,https://files.bikeindex.org/uploads/Pu/33286/large_unnamed.jpg,Centurion,N8E3331,True,"Mountain View,CA,94043",https://files.bikeindex.org/uploads/Pu/33286/small_unnamed.jpg,1988 Centurion Le Mans,1988.0,94043,2015
31477,31477,2015-08-25 06:00:00,['Red'],1.1 H2 fit,56021,False,https://files.bikeindex.org/uploads/Pu/33364/large_Trek_1.1_photo.jpg,Trek,swtu162c1856j,True,"Coronado,CA,92118",https://files.bikeindex.org/uploads/Pu/33364/small_Trek_1.1_photo.jpg,2015 Trek 1.1 H2 fit,2015.0,92118,2015
31478,31478,2015-08-25 06:00:00,['Blue'],C1 Comfort Road Bike ,55821,False,https://files.bikeindex.org/uploads/Pu/33196/large_vilano3.jpg,Vilano,absent,True,"San Francisco,94105",https://files.bikeindex.org/uploads/Pu/33196/small_vilano3.jpg,2015 Vilano C1 Comfort Road Bike,2015.0,94105,2015
31479,31479,2015-08-25 06:00:00,"['Black', 'Red']",ALLEZ C2,56008,False,https://files.bikeindex.org/uploads/Pu/33343/large_IMG_4515.JPG,Specialized,WSBC606071222I,True,"San Francisco,94103",https://files.bikeindex.org/uploads/Pu/33343/small_IMG_4515.JPG,2014 Specialized ALLEZ C2,2014.0,94103,2015
31493,31493,2015-08-24 06:00:00,['Yellow or Gold'],Iguana,56043,False,,Giant,GU685973,True,"San Francisco,CA",,Giant Iguana,,,2015
31498,31498,2015-08-24 06:00:00,['Black'],Coda Sport,55786,False,https://files.bikeindex.org/uploads/Pu/33151/large_IMG_2511.JPG,Jamis,U146U2762,True,"San Francisco,94112",https://files.bikeindex.org/uploads/Pu/33151/small_IMG_2511.JPG,2015 Jamis Coda Sport,2015.0,94112,2015
31500,31500,2015-08-24 06:00:00,['Black'],Coda Sport,55786,False,https://files.bikeindex.org/uploads/Pu/33151/large_IMG_2511.JPG,Jamis,U146U2762,True,"San Francisco,94112",https://files.bikeindex.org/uploads/Pu/33151/small_IMG_2511.JPG,2015 Jamis Coda Sport,2015.0,94112,2015
31513,31513,2015-08-24 06:00:00,"['White', 'Black', 'Red']",1.1,55859,True,https://bikebook.s3.amazonaws.com/uploads/Fr/25/Asset_164126,Trek,WTU122C5443H,True,"San Jose,CA,95112",https://bikebook.s3.amazonaws.com/uploads/Fr/25/small_Asset_164126,2014 Trek 1.1,2014.0,95112,2015
31514,31514,2015-08-24 06:00:00,['Black'],R700,55731,False,https://files.bikeindex.org/uploads/Pu/33050/large_Screen_Shot_2015-08-23_at_20.19.45.png,Cannondale,Q036614,True,"San Francisco,94110",https://files.bikeindex.org/uploads/Pu/33050/small_Screen_Shot_2015-08-23_at_20.19.45.png,2015 Cannondale R700,2015.0,94110,2015
31518,31518,2015-08-24 06:00:00,['Purple'],,92267,False,https://files.bikeindex.org/uploads/Pu/63629/large_image.jpeg,SCOTT,s5f02747,True,"Berkeley,CA,94702",https://files.bikeindex.org/uploads/Pu/63629/small_image.jpeg,SCOTT,,94702,2015
31519,31519,2015-08-24 03:49:40,['Red'],,55656,False,,KHS Bicycles,B13N00241,True,"San Francisco,94107",,KHS Bicycles,,94107,2015
31533,31533,2015-08-23 06:00:00,['White'],Tarmac Expert SL Double,55872,False,https://files.bikeindex.org/uploads/Pu/33253/large_IMG_5996.JPG,Specialized,STD59A0477,True,"San Francisco,94118",https://files.bikeindex.org/uploads/Pu/33253/small_IMG_5996.JPG,2010 Specialized Tarmac Expert SL Double,2010.0,94118,2015
31540,31540,2015-08-23 06:00:00,"['Silver, gray or bare metal']",El Mariachi,55874,False,https://files.bikeindex.org/uploads/Pu/33254/large_IMG_3558.JPG,Salsa,absent,True,"San Francisco,94118",https://files.bikeindex.org/uploads/Pu/33254/small_IMG_3558.JPG,2012 Salsa El Mariachi,2012.0,94118,2015
31550,31550,2015-08-22 06:00:00,['Black'],Seal 500,56919,False,https://files.bikeindex.org/uploads/Pu/34278/large_dfgt.jpg,Electrobike,HL14060952,True,"Venice Beach,CA,90291",https://files.bikeindex.org/uploads/Pu/34278/small_dfgt.jpg,2015 Electrobike Seal 500,2015.0,90291,2015
31559,31559,2015-08-22 06:00:00,['Black'],Escape 2,55085,False,https://files.bikeindex.org/uploads/Pu/32357/large_IMG_20150801_125252828.jpg,Giant,CC1J3368,True,"Oakland,CA,94609",https://files.bikeindex.org/uploads/Pu/32357/small_IMG_20150801_125252828.jpg,Giant Escape 2,,94609,2015
31564,31564,2015-08-22 06:00:00,['Black'],Madone 5.2 H2 (Compact),56077,False,https://files.bikeindex.org/uploads/Pu/33436/large_Madone.JPG,Trek,WTU182CT131F,True,"Richmond,CA,94804",https://files.bikeindex.org/uploads/Pu/33436/small_Madone.JPG,2012 Trek Madone 5.2 H2 (Compact),2012.0,94804,2015
31567,31567,2015-08-22 06:00:00,['Black'],5200T,55460,False,https://files.bikeindex.org/uploads/Pu/32720/large_IMG_9684.JPG,Trek,WL3389947,True,"San Francisco,94111",https://files.bikeindex.org/uploads/Pu/32720/small_IMG_9684.JPG,2007 Trek 5200T,2007.0,94111,2015
31568,31568,2015-08-22 06:00:00,"['Silver, gray or bare metal']",Obed,55669,False,,Litespeed,10139,True,"San Francisco,94550",,1993 Litespeed Obed,1993.0,94550,2015
31571,31571,2015-08-22 06:00:00,['Blue'],,55539,False,https://files.bikeindex.org/uploads/Pu/32843/large_IMG_1252.JPG,Salsa,M11030579,True,"San Francisco,CA,94102",https://files.bikeindex.org/uploads/Pu/32843/small_IMG_1252.JPG,2013 Salsa,2013.0,94102,2015
31584,31584,2015-08-21 06:00:00,"['Silver, gray or bare metal', 'Red']",R1000,55376,False,https://files.bikeindex.org/uploads/Pu/32693/large_lizardmanR1000_2003_.jpg,Cannondale,N028313,True,San Francisco,https://files.bikeindex.org/uploads/Pu/32693/small_lizardmanR1000_2003_.jpg,2003 Cannondale R1000,2003.0,,2015
31590,31590,2015-08-21 06:00:00,"['Black', 'Red']",Z85,55353,False,https://files.bikeindex.org/uploads/Pu/32632/large_IMG_0799.JPG,Felt,F1206K5174,True,"San Francisco,94114",https://files.bikeindex.org/uploads/Pu/32632/small_IMG_0799.JPG,2014 Felt Z85,2014.0,94114,2015
31591,31591,2015-08-21 06:00:00,"['Silver, gray or bare metal']",Absolute,55679,False,,Fuji,SWBD011L0269L,True,"San Francisco,94158",,2015 Fuji Absolute,2015.0,94158,2015
31593,31593,2015-08-21 06:00:00,['White'],Osprey - Flat Bar Road Bike,55345,False,https://files.bikeindex.org/uploads/Pu/32625/large_Screen_Shot_2015-08-21_at_12.00.44_PM.png,Reid - Australia,absent,True,"San Francisco,94109",https://files.bikeindex.org/uploads/Pu/32625/small_Screen_Shot_2015-08-21_at_12.00.44_PM.png,2014 Reid - Australia Osprey - Flat Bar Road Bike,2014.0,94109,2015
31594,31594,2015-08-21 06:00:00,"['Green', 'White']",Nova Pro,55440,False,https://files.bikeindex.org/uploads/Pu/32697/large_4kciwVS.jpg,Jamis,WK9E00303,True,"San Francisco,94108",https://files.bikeindex.org/uploads/Pu/32697/small_4kciwVS.jpg,2009 Jamis Nova Pro,2009.0,94108,2015
31597,31597,2015-08-21 06:00:00,['Blue'],San Rafael,55502,False,,Marin Bikes,CA10643FSC109,True,"Redwood City,CA,94063",,2010 Marin Bikes San Rafael,2010.0,94063,2015
31603,31603,2015-08-21 06:00:00,['White'],Allant WSD,55408,False,,Trek,WTU012C6109H,True,"Alameda,CA,94501",,2013 Trek Allant WSD,2013.0,94501,2015
31607,31607,2015-08-20 07:00:00,['Black'],7.3 FX,406834,False,https://files.bikeindex.org/uploads/Pu/129559/large_43537.png,Trek,WTU335C5449H,True,"Sacramento,CA,95816",https://files.bikeindex.org/uploads/Pu/129559/small_43537.png,2014 Trek 7.3 FX,2014.0,95816,2015
31619,31619,2015-08-20 06:00:00,"['Silver, gray or bare metal']",FANTOM DS TEAM,55244,False,https://files.bikeindex.org/uploads/Pu/32714/large_IMG_2567.JPG,Motobecane,030 US07US220MA47 FANTOM DS TEAM,True,"Folsom,CA,95630",https://files.bikeindex.org/uploads/Pu/32714/small_IMG_2567.JPG,2011 Motobecane FANTOM DS TEAM,2011.0,95630,2015
31622,31622,2015-08-20 06:00:00,"['Red', 'White']",La Jolla,55241,False,https://files.bikeindex.org/uploads/Pu/32532/large_00p0p_4qEECWpAAl6_600x450.jpg,Kent,absent,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/32532/small_00p0p_4qEECWpAAl6_600x450.jpg,2014 Kent La Jolla,2014.0,94110,2015
31627,31627,2015-08-20 06:00:00,"['Silver, gray or bare metal']",Sequoia,55255,False,https://files.bikeindex.org/uploads/Pu/32551/large_image.jpg,Specialized,STB5163378,True,"San Francisco,94117",https://files.bikeindex.org/uploads/Pu/32551/small_image.jpg,2009 Specialized Sequoia,2009.0,94117,2015
31651,31651,2015-08-19 06:00:00,['White'],"28"" Women's Trailway Bike",55229,False,https://files.bikeindex.org/uploads/Pu/32518/large_Screen_Shot_2015-08-19_at_6.56.37_PM.png,Schwinn,absent,True,"Sunnyvale,CA,94086",https://files.bikeindex.org/uploads/Pu/32518/small_Screen_Shot_2015-08-19_at_6.56.37_PM.png,"2015 Schwinn 28"" Women's Trailway Bike",2015.0,94086,2015
31663,31663,2015-08-18 06:00:00,['Black'],Bad Boy 5,55181,False,https://files.bikeindex.org/uploads/Pu/32475/large_IMG_0472.jpg,Cannondale,EM16952,True,"San Francisco,94122",https://files.bikeindex.org/uploads/Pu/32475/small_IMG_0472.jpg,2014 Cannondale Bad Boy 5,2014.0,94122,2015
31667,31667,2015-08-18 06:00:00,['Black'],Cadent i8,55111,False,https://files.bikeindex.org/uploads/Pu/32402/large_IMG_3255.JPG,Raleigh,U143K10502,True,"Campbell,CA,95008",https://files.bikeindex.org/uploads/Pu/32402/small_IMG_3255.JPG,2015 Raleigh Cadent i8,2015.0,95008,2015
31668,31668,2015-08-18 06:00:00,"['White', 'Silver, gray or bare metal']",P2 Ultegra 6,55118,False,https://files.bikeindex.org/uploads/Pu/32411/large_1106_008011.jpg,Cervélo,SNP2C13B5O183,True,"Santa Clara,CA,95054",https://files.bikeindex.org/uploads/Pu/32411/small_1106_008011.jpg,2013 Cervélo P2 Ultegra 6,2013.0,95054,2015
31676,31676,2015-08-18 06:00:00,['Black'],Tran Send DX,91290,False,https://files.bikeindex.org/uploads/Pu/62962/large_IMG_1777.jpg,Giant,C67P7196,True,"San Diego,CA,92103",https://files.bikeindex.org/uploads/Pu/62962/small_IMG_1777.jpg,2008 Giant Tran Send DX,2008.0,92103,2015
31697,31697,2015-08-17 06:00:00,['Blue'],Le Tour,56033,False,https://files.bikeindex.org/uploads/Pu/33368/large_Blue.jpg,Schwinn,SD005668,True,"San Francisco,94117",https://files.bikeindex.org/uploads/Pu/33368/small_Blue.jpg,1980 Schwinn Le Tour,1980.0,94117,2015
31701,31701,2015-08-17 06:00:00,['Black'],Domane 5.9,55839,False,https://files.bikeindex.org/uploads/Pu/33214/large_2014_Domane_5.9.jpg,Trek,WTU265QU5004H,True,"Roseville,CA,95661",https://files.bikeindex.org/uploads/Pu/33214/small_2014_Domane_5.9.jpg,2014 Trek Domane 5.9,2014.0,95661,2015
31712,31712,2015-08-17 06:00:00,['Black'],Draft,91370,False,https://files.bikeindex.org/uploads/Pu/63013/large_20160622_172514.jpg,SE Bikes,absent,True,"Berkeley,CA,94703",https://files.bikeindex.org/uploads/Pu/63013/small_20160622_172514.jpg,SE Bikes Draft,,94703,2015
31732,31732,2015-08-16 06:00:00,['Black'],Cortina,54877,False,https://files.bikeindex.org/uploads/Pu/33206/large_IMG_1866.JPG,Marin Bikes,FA13482GS5026,True,"San Francisco,94105",https://files.bikeindex.org/uploads/Pu/33206/small_IMG_1866.JPG,2013 Marin Bikes Cortina,2013.0,94105,2015
31734,31734,2015-08-16 06:00:00,['Teal'],Pista,54832,False,https://files.bikeindex.org/uploads/Pu/32363/large_IMG_3339.JPG,Bianchi,WBK702926E,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/32363/small_IMG_3339.JPG,2015 Bianchi Pista,2015.0,94110,2015
31767,31767,2015-08-15 06:00:00,['Blue'],,54777,False,,Trek,WTV121CS286F,True,"San Francisco,94114",,Trek,,94114,2015
31775,31775,2015-08-15 06:00:00,"['Blue', 'Yellow or Gold']",400,55861,False,https://files.bikeindex.org/uploads/Pu/33246/large_Maria.png,Trek,absent,True,"San Francisco,94110",https://files.bikeindex.org/uploads/Pu/33246/small_Maria.png,1983 Trek 400,1983.0,94110,2015
31788,31788,2015-08-14 06:00:00,['Black'],ElMundo,54669,False,,Yuba,ACA12M005971,True,"Oakland,CA,94608",,2014 Yuba ElMundo,2014.0,94608,2015
31789,31789,2015-08-14 06:00:00,"['Black', 'Red']",Marlin,54763,False,https://files.bikeindex.org/uploads/Pu/32184/large_cover_SdHeJhjcC8oddjj6edmY.jpeg,Trek,WTU193C9076G,True,"San Francisco,94117",https://files.bikeindex.org/uploads/Pu/32184/small_cover_SdHeJhjcC8oddjj6edmY.jpeg,2012 Trek Marlin,2012.0,94117,2015
31792,31792,2015-08-14 06:00:00,['Purple'],Synapse 5,54869,False,,Cannondale,absent,True,"San Francisco,94102",,2012 Cannondale Synapse 5,2012.0,94102,2015
31796,31796,2015-08-14 06:00:00,['Black'],Coda Sport,55128,False,https://files.bikeindex.org/uploads/Pu/32437/large_jamis-coda.jpg,Jamis,U123U12672,True,"Berkeley,CA,94705",https://files.bikeindex.org/uploads/Pu/32437/small_jamis-coda.jpg,2012 Jamis Coda Sport,2012.0,94705,2015
31809,31809,2015-08-13 06:00:00,"['Silver, gray or bare metal']",PK7,54647,False,https://files.bikeindex.org/uploads/Pu/32122/large_vertical2.jpg,Vertical,A02TD0213424,True,"Pasadena,CA,91105",https://files.bikeindex.org/uploads/Pu/32122/small_vertical2.jpg,2001 Vertical PK7,2001.0,91105,2015
31814,31814,2015-08-13 06:00:00,['White'],MB-1,33938,False,https://files.bikeindex.org/uploads/Pu/15569/large_IMG_4031.JPG,Bridgestone,J4213809,True,"San Francisco,CA,94114",https://files.bikeindex.org/uploads/Pu/15569/small_IMG_4031.JPG,1993 Bridgestone MB-1,1993.0,94114,2015
31821,31821,2015-08-13 06:00:00,['Black'],Univega,54625,False,https://files.bikeindex.org/uploads/Pu/32099/large_image.jpg,Univega,absent,True,"San Francisco,94110",https://files.bikeindex.org/uploads/Pu/32099/small_image.jpg,1971 Univega Univega,1971.0,94110,2015
31829,31829,2015-08-13 06:00:00,['Yellow or Gold'],Women's Brisa Alloy Shimano 7-Speed Beach Cruiser,55060,False,,"BikeBuyers, Fito",absent,True,"Claremont,CA,91711",,"2015 BikeBuyers, Fito Women's Brisa Alloy Shimano 7-Speed Beach Cruiser",2015.0,91711,2015
31831,31831,2015-08-13 06:00:00,"['Teal', 'Yellow or Gold']",track,51592,False,,Felt,S1401444,True,"San Francisco,CA,94117",,Felt track,,94117,2015
31858,31858,2015-08-12 06:00:00,['Black'],Granfondo GF01,54464,False,https://files.bikeindex.org/uploads/Pu/31993/large_Bike_Image.png,BMC,4RC4E3182,True,"San Francisco,CA,94109",https://files.bikeindex.org/uploads/Pu/31993/small_Bike_Image.png,2014 BMC Granfondo GF01,2014.0,94109,2015
31859,31859,2015-08-12 06:00:00,['Black'],Globe Utility,54776,False,,Specialized,C606044371F,True,"San Francisco,94114",,2012 Specialized Globe Utility,2012.0,94114,2015
31884,31884,2015-08-11 06:00:00,['Teal'],Vigorelli,54979,False,https://files.bikeindex.org/uploads/Pu/32290/large_HRetallack_Vigorelli_49.jpg,Bianchi,WBK732036J,True,"San Francisco,CA,94118",https://files.bikeindex.org/uploads/Pu/32290/small_HRetallack_Vigorelli_49.jpg,2015 Bianchi Vigorelli,2015.0,94118,2015
31885,31885,2015-08-11 06:00:00,"['Silver, gray or bare metal']",Mill Valley,54457,False,,Marin Bikes,FF639ESF012,True,"San Francisco,94114",,2009 Marin Bikes Mill Valley,2009.0,94114,2015
31893,31893,2015-08-10 06:00:00,['Black'],Sirrus Sport,54320,False,,Specialized,293745,True,"San Francisco,CA,94110",,2015 Specialized Sirrus Sport,2015.0,94110,2015
31899,31899,2015-08-10 06:00:00,['White'],"Cannondale Carbon Synapse 5 ,  54 cm",54600,False,https://files.bikeindex.org/uploads/Pu/32092/large_cannondale-synapse-105-5-2015-road-bike.jpg,Cannondale,CM69476,True,"San Francisco,94114",https://files.bikeindex.org/uploads/Pu/32092/small_cannondale-synapse-105-5-2015-road-bike.jpg,"2015 Cannondale Cannondale Carbon Synapse 5 , 54 cm",2015.0,94114,2015
31904,31904,2015-08-10 06:00:00,['Red'],Allez SE,54292,False,https://files.bikeindex.org/uploads/Pu/31848/large_IMG_20150301_224332.jpg,Specialized,absent,True,"San Francisco,CA,94107",https://files.bikeindex.org/uploads/Pu/31848/small_IMG_20150301_224332.jpg,1985 Specialized Allez SE,1985.0,94107,2015
31908,31908,2015-08-10 06:00:00,['White'],Allez,90538,False,,Specialized,WUD70401398B,True,"San Diego,CA,92104",,Specialized Allez,,92104,2015
31924,31924,2015-08-09 06:00:00,['Red'],HT500,54313,False,,Motobecane,absent,True,"San Francisco,CA,94110",,2006 Motobecane HT500,2006.0,94110,2015
31925,31925,2015-08-09 06:00:00,"['Silver, gray or bare metal']",Hardrock,54293,False,https://files.bikeindex.org/uploads/Pu/31849/large_specializedhardrock.jpg,Specialized,absent,True,"San Francisco,94114",https://files.bikeindex.org/uploads/Pu/31849/small_specializedhardrock.jpg,Specialized Hardrock,,94114,2015
31929,31929,2015-08-09 06:00:00,['Yellow or Gold'],7.3 FX WSD,54572,False,https://files.bikeindex.org/uploads/Pu/32087/large_DSCN3906.JPG,Trek,wtu143c4017d,True,San Francisco,https://files.bikeindex.org/uploads/Pu/32087/small_DSCN3906.JPG,2009 Trek 7.3 FX WSD,2009.0,,2015
31941,31941,2015-08-09 06:00:00,"['Black', 'Green']",Tread 1.1,54201,False,https://files.bikeindex.org/uploads/Pu/31740/large_image.jpeg,Fuji,WBD349L1183K,True,"San Francisco,94107",https://files.bikeindex.org/uploads/Pu/31740/small_image.jpeg,2015 Fuji Tread 1.1,2015.0,94107,2015
31951,31951,2015-08-08 06:00:00,['Blue'],Priority,54182,False,https://files.bikeindex.org/uploads/Pu/31715/large_IMG_2097.JPG,Priority Bicycles,P0P003765,True,"San Francisco,94110",https://files.bikeindex.org/uploads/Pu/31715/small_IMG_2097.JPG,2015 Priority Bicycles Priority,2015.0,94110,2015
31960,31960,2015-08-08 06:00:00,['Red'],Hard tail 29er,54403,True,https://bikebook.s3.amazonaws.com/uploads/Fr/3724/46734,Specialized,wsbc601015531h,True,"San Francisco,94110",https://bikebook.s3.amazonaws.com/uploads/Fr/3724/small_46734,2013 Specialized Hard tail 29er,2013.0,94110,2015
31968,31968,2015-08-08 06:00:00,"['Silver, gray or bare metal']",Rush Hour,54351,False,https://files.bikeindex.org/uploads/Pu/31897/large_raleigh.png,Raleigh,absent,True,"San Francisco,94107",https://files.bikeindex.org/uploads/Pu/31897/small_raleigh.png,Raleigh Rush Hour,,94107,2015
31970,31970,2015-08-08 06:00:00,"['Silver, gray or bare metal']",Gran Tourer,54063,False,https://files.bikeindex.org/uploads/Pu/31665/large_IMG_4504.JPG,Fuji,79E90309,True,"San Francisco,CA,94124",https://files.bikeindex.org/uploads/Pu/31665/small_IMG_4504.JPG,Fuji Gran Tourer,,94124,2015
31978,31978,2015-08-07 06:00:00,['Red'],7300,74531,False,https://files.bikeindex.org/uploads/Pu/52226/large_Screen_Shot_2016-04-24_at_1.32.37_PM.png,Trek,absent,True,"San Francisco,CA,94114",https://files.bikeindex.org/uploads/Pu/52226/small_Screen_Shot_2016-04-24_at_1.32.37_PM.png,Trek 7300,,94114,2015
31984,31984,2015-08-07 06:00:00,['Blue'],,53929,False,https://files.bikeindex.org/uploads/Pu/31550/large_IMG_0352.JPG,Fuji,absent,True,"San Francisco,94115",https://files.bikeindex.org/uploads/Pu/31550/small_IMG_0352.JPG,Fuji,,94115,2015
31990,31990,2015-08-07 06:00:00,['Black'],7.2FX,31950,False,,Trek,WTU204C0906J,True,"Berkeley,CA",,2015 Trek 7.2FX,2015.0,,2015
31991,31991,2015-08-07 06:00:00,"['Brown', 'Orange']",Nevada,53971,False,,Fuji,IDPE11A00091,True,"San Diego,CA,92107",,2012 Fuji Nevada,2012.0,92107,2015
31999,31999,2015-08-06 06:00:00,['Yellow or Gold'],,53919,False,,6KU,absent,True,"San Francisco,94103",,6KU,,94103,2015
32000,32000,2015-08-06 06:00:00,['Red'],Allez E5 Aerotec Team Build,54544,False,https://files.bikeindex.org/uploads/Pu/32081/large_IMG_0126.JPG,Specialized,absent,True,"Los Angeles,CA",https://files.bikeindex.org/uploads/Pu/32081/small_IMG_0126.JPG,2005 Specialized Allez E5 Aerotec Team Build,2005.0,,2015
32004,32004,2015-08-06 06:00:00,['Yellow or Gold'],,53919,False,,6KU,absent,True,"San Francisco,94103",,6KU,,94103,2015
32012,32012,2015-08-06 06:00:00,"['Teal', 'Blue']",1.1 H2 (Compact),54200,False,https://files.bikeindex.org/uploads/Pu/31738/large_Trek_Photo_2.JPG,Trek,WTU084C1707F,True,"San Diego,CA,92103",https://files.bikeindex.org/uploads/Pu/31738/small_Trek_Photo_2.JPG,2012 Trek 1.1 H2 (Compact),2012.0,92103,2015
32034,32034,2015-08-05 06:00:00,['Black'],Misceo 2.0,53878,False,https://files.bikeindex.org/uploads/Pu/31494/large_raleigh-misceo-2.0-219881-1-1.jpg,Raleigh,U141K09336,True,"San Francisco,CA,94110",https://files.bikeindex.org/uploads/Pu/31494/small_raleigh-misceo-2.0-219881-1-1.jpg,2014 Raleigh Misceo 2.0,2014.0,94110,2015
32036,32036,2015-08-05 06:00:00,['Yellow or Gold'],Veritas,53836,False,https://files.bikeindex.org/uploads/Pu/31462/large_330.jpg,Novara,absent,True,"San Francisco,94108",https://files.bikeindex.org/uploads/Pu/31462/small_330.jpg,2012 Novara Veritas,2012.0,94108,2015
32044,32044,2015-08-05 06:00:00,['Teal'],Akoya-1,53777,False,https://files.bikeindex.org/uploads/Pu/31395/large_image.jpg,6KU,absent,True,"North Hollywood,CA,91605",https://files.bikeindex.org/uploads/Pu/31395/small_image.jpg,2015 6KU Akoya-1,2015.0,91605,2015
32054,32054,2015-08-04 06:00:00,"['Silver, gray or bare metal']",Super Touring,53779,False,https://files.bikeindex.org/uploads/Pu/31399/large_IMG_1461.JPG,Motobecane,absent,True,"San Diego,CA,92107",https://files.bikeindex.org/uploads/Pu/31399/small_IMG_1461.JPG,1979 Motobecane Super Touring,1979.0,92107,2015
32060,32060,2015-08-04 06:00:00,"['Black', 'Silver, gray or bare metal']",Optima SC,54349,False,https://files.bikeindex.org/uploads/Pu/31920/large_our_nishiki_bike_1.jpg,Nishiki,AC8I002821,True,"Concord,CA,94521",https://files.bikeindex.org/uploads/Pu/31920/small_our_nishiki_bike_1.jpg,Nishiki Optima SC,,94521,2015
32061,32061,2015-08-04 06:00:00,"['Silver, gray or bare metal']",Gran Touring ,53918,False,,Fuji,absent,True,"San Francisco,CA,94110",,1985 Fuji Gran Touring,1985.0,94110,2015
32063,32063,2015-08-04 06:00:00,['Red'],29inch mountain bike,53662,False,https://files.bikeindex.org/uploads/Pu/31282/large_spin_prod_748353412.jpg,Reaction Backlash,absent,True,"Santa Rosa,CA,95401",https://files.bikeindex.org/uploads/Pu/31282/small_spin_prod_748353412.jpg,2013 Reaction Backlash 29inch mountain bike,2013.0,95401,2015
32069,32069,2015-08-04 06:00:00,['Green'],Long Haul Trucker,92411,False,https://files.bikeindex.org/uploads/Pu/63761/large_surly_head_badge.jpg,Surly,M12040330,True,"Oakland,CA,94608",https://files.bikeindex.org/uploads/Pu/63761/small_surly_head_badge.jpg,Surly Long Haul Trucker,,94608,2015
32071,32071,2015-08-04 06:00:00,['White'],2.1 Pilot- ZR 9000 Alloy ,53721,False,https://files.bikeindex.org/uploads/Pu/31366/large_FullSizeRender__4_.jpg,Trek,absent,True,"San Francisco,CA,94102",https://files.bikeindex.org/uploads/Pu/31366/small_FullSizeRender__4_.jpg,2006 Trek 2.1 Pilot- ZR 9000 Alloy,2006.0,94102,2015
32084,32084,2015-08-03 06:00:00,"['Silver, gray or bare metal']",,53536,False,,Fuji,absent,True,"San Francisco,94110",,1980 Fuji,1980.0,94110,2015
32088,32088,2015-08-03 06:00:00,['Blue'],Alton single speed m fixie. 20 inch wheels,54675,False,https://files.bikeindex.org/uploads/Pu/32128/large_IMG_3952.jpg,Alton,absent,True,"Los Angeles,CA,90028",https://files.bikeindex.org/uploads/Pu/32128/small_IMG_3952.jpg,Alton Alton single speed m fixie. 20 inch wheels,,90028,2015
32096,32096,2015-08-03 06:00:00,['White'],Escape 1,53614,False,https://files.bikeindex.org/uploads/Pu/31234/large_Screen_Shot_2015-07-16_at_11.29.35_AM.jpg,Giant,c63c1972,True,"San Francisco,94123",https://files.bikeindex.org/uploads/Pu/31234/small_Screen_Shot_2015-07-16_at_11.29.35_AM.jpg,2014 Giant Escape 1,2014.0,94123,2015
32099,32099,2015-08-03 06:00:00,"['Black', 'Blue']",8.3 DS,53596,False,https://files.bikeindex.org/uploads/Pu/31223/large_Asset_233490.png,Trek,WTU067C1935K,True,"Sunnyvale,CA,94086",https://files.bikeindex.org/uploads/Pu/31223/small_Asset_233490.png,2015 Trek 8.3 DS,2015.0,94086,2015
32105,32105,2015-08-03 06:00:00,"['Silver, gray or bare metal']",7.4 FX Disc,53526,False,https://files.bikeindex.org/uploads/Pu/31146/large_andysbike.jpg,Trek,WTU211C6066J,True,"San Francisco,94110",https://files.bikeindex.org/uploads/Pu/31146/small_andysbike.jpg,2014 Trek 7.4 FX Disc,2014.0,94110,2015
32121,32121,2015-08-02 06:00:00,['Orange'],Greenway Sport,53546,False,https://files.bikeindex.org/uploads/Pu/31169/large_greenway-sport-main-photo-lowres.jpg,Breezer,WBD224L0978K,True,"San Francisco,94107",https://files.bikeindex.org/uploads/Pu/31169/small_greenway-sport-main-photo-lowres.jpg,2015 Breezer Greenway Sport,2015.0,94107,2015
32125,32125,2015-08-02 06:00:00,['Black'],Madone 5.2,53428,True,https://bikebook.s3.amazonaws.com/uploads/Fr/1306/madone52_onyx.jpg,Trek,MAD235224400,True,"San Jose,CA,95112",https://bikebook.s3.amazonaws.com/uploads/Fr/1306/small_madone52_onyx.jpg,2010 Trek Madone 5.2,2010.0,95112,2015
32126,32126,2015-08-02 06:00:00,['Black'],105,53414,False,,Nashbar,absent,True,"San Francisco,94106",,2015 Nashbar 105,2015.0,94106,2015
32163,32163,2015-08-01 06:00:00,['Black'],GC Aero 105,55773,False,https://files.bikeindex.org/uploads/Pu/33143/large_Case__15-9982_Eastman_s_Bike.jpg,BH Bikes,XDS540H5579KST,True,"Costa Mesa,CA,92626",https://files.bikeindex.org/uploads/Pu/33143/small_Case__15-9982_Eastman_s_Bike.jpg,2013 BH Bikes GC Aero 105,2013.0,92626,2015
32167,32167,2015-08-01 06:00:00,['Black'],Gridlock,53361,False,https://files.bikeindex.org/uploads/Pu/31087/large_schwinn.jpg,Schwinn,absent,True,"Santa Rosa,CA,95404",https://files.bikeindex.org/uploads/Pu/31087/small_schwinn.jpg,2010 Schwinn Gridlock,2010.0,95404,2015
